Set,Champion,Cost,Role,Origin 1,Origin 2,Class 1,Class 2,Range,Summary,Skill Description,Step,Skill Type,Trigger (When),Condition (Only if),Action Source,Legacy action,Aim Target,Offset,AOE (hex),Skill Range,Count,Volley Shape,Fire Timing,Cast (s),Effect Recipient,Effect Category,Effect Detail,Amount,Scaling Type,Scaling,Effect Cadence,Effect Duration (s),Action group
Set 9,Ahri,5 Gold,Carry,Ionia,,Sorcerer,,4,Essence-Steal Spell Carry,"Ionia Bonus: +3 Mana per second. Active: steal essence from enemies around the current target, dealing magic damage and Mana Reaving them. Every third cast instead unleashes a wave that damages all enemies hit, dealing 33% more to enemies whose essence has been stolen.",1,Active,On Cast,If 1st or 2nd Cast,Self,Circle AOE,Current,centred,unknown,4,1,—,—,—,Enemies in area,Debuff,Mana Reave,20%,—,—,Once,Until next cast,AOE
Set 9,Ahri,5 Gold,Carry,Ionia,,Sorcerer,,4,Essence-Steal Spell Carry,"Ionia Bonus: +3 Mana per second. Active: steal essence from enemies around the current target, dealing magic damage and Mana Reaving them. Every third cast instead unleashes a wave that damages all enemies hit, dealing 33% more to enemies whose essence has been stolen.",1,Active,On Cast,If 3rd Cast,Self,Pierce Projectile,Self,default,unknown,4,1,360° radial,—,—,All enemies,Attack,Damage,260/390/1999% AP,Conditional Bonus,+33% if essence stolen,Once,—,Projectile
Set 9,Renekton,1 Gold,Tank,Shurima,,Bruiser,,1,Healing AOE Bruiser,"Deal magic damage to adjacent enemies. Heal for the first enemy hit, and a further 30% Ability Power for every additional enemy caught in the same swing.",1,Active,On Cast,—,Self,Circle AOE,Self,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,180/270/400% AP,—,—,Once,—,AOE
Set 9,Renekton,1 Gold,Tank,Shurima,,Bruiser,,1,Healing AOE Bruiser,"Deal magic damage to adjacent enemies. Heal for the first enemy hit, and a further 30% Ability Power for every additional enemy caught in the same swing.",1,Active,On Cast,—,Self,Circle AOE,Self,centred,Circle 1 hex,1,1,—,—,—,Same to Aim Target,Buff,Heal,220/270/320% AP,Per Target Hit,+30% AP per additional enemy hit,Once,—,AOE
Set 9,Taliyah,2 Gold,Carry,Shurima,,Multicaster,,4,Knock-up Punisher Mage,"Passive: whenever ANY enemy is knocked up or back - by anything, not just her - throw a boulder towards them; it damages the first enemy it hits. Active: damage the current target and knock them up, Stunning them for 2s.",0.1,Passive,On Enemy Knocked Up,—,Self,First hit Projectile,Knocked-up enemy,default,default,4,1,—,—,—,First hit enemy,Attack,Damage,120/180/270% AP,—,—,Once,—,Projectile
Set 9,Taliyah,2 Gold,Carry,Shurima,,Multicaster,,4,Knock-up Punisher Mage,"Passive: whenever ANY enemy is knocked up or back - by anything, not just her - throw a boulder towards them; it damages the first enemy it hits. Active: damage the current target and knock them up, Stunning them for 2s.",1,Active,On Cast,—,Self,Spawn At Target,Current,default,default,4,1,—,—,—,Same to Aim Target,Attack,Damage,220/330/495% AP,—,—,Once,—,Direct
Set 9,Taliyah,2 Gold,Carry,Shurima,,Multicaster,,4,Knock-up Punisher Mage,"Passive: whenever ANY enemy is knocked up or back - by anything, not just her - throw a boulder towards them; it damages the first enemy it hits. Active: damage the current target and knock them up, Stunning them for 2s.",1,Active,On Cast,—,Self,Spawn At Target,Current,default,default,4,1,—,—,—,Same to Aim Target,Status,Stun,—,—,—,Once,2,Direct
Set 9,Akshan,3 Gold,Carry,Shurima,,Deadeye,,4,Multi-shot Deadeye,Lock on to the farthest enemy and unleash a hail of 6 shots toward them. Each shot damages the first enemy it hits - which need not be the enemy locked on to.,1,Active,On Cast,—,Self,First hit Projectile,Farthest,default,default,4,6,—,Consecutive,—,First hit enemy,Attack,Damage,125% AD + 20/35/60% AP,—,—,Once,—,Projectile
Set 9,Azir,4 Gold,Carry,Shurima,,Strategist,,4,Sand Soldier Summoner,"Passive: every third attack, a Sand Soldier damages Azir's target. Active: summon a Sand Soldier to attack the current target; if Azir already has 3 Soldiers, they all strike at once instead.",0.1,Passive,On 3rd Attack,—,Summon,Summon Attack,Current,default,default,4,1,—,—,—,Same to Aim Target,Attack,Damage,110/160/500% AP,—,—,Once,—,Attack
Set 9,Azir,4 Gold,Carry,Shurima,,Strategist,,4,Sand Soldier Summoner,"Passive: every third attack, a Sand Soldier damages Azir's target. Active: summon a Sand Soldier to attack the current target; if Azir already has 3 Soldiers, they all strike at once instead.",1,Active,On Cast,If fewer than 3 Soldiers,Self,Static Summon,—,—,—,4,3,—,At Once,—,Same to Aim Target,Summon,(summon),—,Cap,max 3 Soldiers on the board,—,—,Summon
Set 9,Azir,4 Gold,Carry,Shurima,,Strategist,,4,Sand Soldier Summoner,"Passive: every third attack, a Sand Soldier damages Azir's target. Active: summon a Sand Soldier to attack the current target; if Azir already has 3 Soldiers, they all strike at once instead.",1,Active,On Cast,If Already 3 Soldiers,Summon,Summon Attack,Current,default,default,4,3,—,At Once,—,Same to Aim Target,Attack,Damage,70% AP,—,—,Once,—,Attack
Set 9,Nasus,4 Gold,Tank,Shurima,,Juggernaut,,1,Stat-Stealing Juggernaut,"Steal max Health, Attack Damage, Armor and Magic Resist from the nearest 4/5/7 enemies for 8s - each stat is deducted from them and added to him. While empowered, every third attack deals heavy physical damage.",1,Active,On Cast,—,Self,Cast,Nearest 4/5/7 enemies,—,—,1,—,—,—,—,Same to Aim Target,Debuff,Max HP,4/4/15%,—,—,Once,8,Direct
Set 9,Nasus,4 Gold,Tank,Shurima,,Juggernaut,,1,Stat-Stealing Juggernaut,"Steal max Health, Attack Damage, Armor and Magic Resist from the nearest 4/5/7 enemies for 8s - each stat is deducted from them and added to him. While empowered, every third attack deals heavy physical damage.",1,Active,On Cast,—,Self,Cast,Nearest 4/5/7 enemies,—,—,1,—,—,—,—,Same to Aim Target,Debuff,AD,8%,—,—,Once,8,Direct
Set 9,Nasus,4 Gold,Tank,Shurima,,Juggernaut,,1,Stat-Stealing Juggernaut,"Steal max Health, Attack Damage, Armor and Magic Resist from the nearest 4/5/7 enemies for 8s - each stat is deducted from them and added to him. While empowered, every third attack deals heavy physical damage.",1,Active,On Cast,—,Self,Cast,Nearest 4/5/7 enemies,—,—,1,—,—,—,—,Same to Aim Target,Debuff,DEF,4/4/20,—,—,Once,8,Direct
Set 9,Nasus,4 Gold,Tank,Shurima,,Juggernaut,,1,Stat-Stealing Juggernaut,"Steal max Health, Attack Damage, Armor and Magic Resist from the nearest 4/5/7 enemies for 8s - each stat is deducted from them and added to him. While empowered, every third attack deals heavy physical damage.",1,Active,On Cast,—,Self,Cast,Nearest 4/5/7 enemies,—,—,1,—,—,—,—,Same to Aim Target,Debuff,MR,4/4/20,—,—,Once,8,Direct
Set 9,Nasus,4 Gold,Tank,Shurima,,Juggernaut,,1,Stat-Stealing Juggernaut,"Steal max Health, Attack Damage, Armor and Magic Resist from the nearest 4/5/7 enemies for 8s - each stat is deducted from them and added to him. While empowered, every third attack deals heavy physical damage.",1,Active,On Cast,—,Self,Cast,Nearest 4/5/7 enemies,—,—,1,—,—,—,—,Self,Buff,Bonus HP,4/4/15%,Per Target Hit,from each enemy hit,Once,8,Direct
Set 9,Nasus,4 Gold,Tank,Shurima,,Juggernaut,,1,Stat-Stealing Juggernaut,"Steal max Health, Attack Damage, Armor and Magic Resist from the nearest 4/5/7 enemies for 8s - each stat is deducted from them and added to him. While empowered, every third attack deals heavy physical damage.",1,Active,On Cast,—,Self,Cast,Nearest 4/5/7 enemies,—,—,1,—,—,—,—,Self,Buff,AD,8%,Per Target Hit,from each enemy hit,Once,8,Direct
Set 9,Nasus,4 Gold,Tank,Shurima,,Juggernaut,,1,Stat-Stealing Juggernaut,"Steal max Health, Attack Damage, Armor and Magic Resist from the nearest 4/5/7 enemies for 8s - each stat is deducted from them and added to him. While empowered, every third attack deals heavy physical damage.",1,Active,On Cast,—,Self,Cast,Nearest 4/5/7 enemies,—,—,1,—,—,—,—,Self,Buff,Armor,4/4/20,Per Target Hit,from each enemy hit,Once,8,Direct
Set 9,Nasus,4 Gold,Tank,Shurima,,Juggernaut,,1,Stat-Stealing Juggernaut,"Steal max Health, Attack Damage, Armor and Magic Resist from the nearest 4/5/7 enemies for 8s - each stat is deducted from them and added to him. While empowered, every third attack deals heavy physical damage.",1,Active,On Cast,—,Self,Cast,Nearest 4/5/7 enemies,—,—,1,—,—,—,—,Self,Buff,MR,4/4/20,Per Target Hit,from each enemy hit,Once,8,Direct
Set 9,Nasus,4 Gold,Tank,Shurima,,Juggernaut,,1,Stat-Stealing Juggernaut,"Steal max Health, Attack Damage, Armor and Magic Resist from the nearest 4/5/7 enemies for 8s - each stat is deducted from them and added to him. While empowered, every third attack deals heavy physical damage.",0.1,Passive,On 3rd Attack,If Empowered,Self,Bonus on AA,Current,—,—,1,1,—,—,—,Same to Aim Target,Attack,Damage,380/380/700% AD,—,—,Once,—,On-Hit
Set 9,K'Sante,5 Gold,Tank,Shurima,,Bastion,,1,Knockback Slam Tank,"Heal, then knock up the current target and smash them to the edge of the battlefield, damaging and Stunning them. Enemies the flying target collides with are also damaged and Stunned. If the target cannot be pushed further it is knocked off the battlefield; otherwise K'Sante chases it.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Same to Aim Target,Buff,Heal,10% max HP,—,—,Once,—,Direct
Set 9,K'Sante,5 Gold,Tank,Shurima,,Bastion,,1,Knockback Slam Tank,"Heal, then knock up the current target and smash them to the edge of the battlefield, damaging and Stunning them. Enemies the flying target collides with are also damaged and Stunned. If the target cannot be pushed further it is knocked off the battlefield; otherwise K'Sante chases it.",2,Active,After Step 1,—,Self,Knock Back,Current,—,—,1,1,—,—,—,Same to Aim Target,Attack,Damage,250/400/1000% AP,—,—,Once,—,Movement
Set 9,K'Sante,5 Gold,Tank,Shurima,,Bastion,,1,Knockback Slam Tank,"Heal, then knock up the current target and smash them to the edge of the battlefield, damaging and Stunning them. Enemies the flying target collides with are also damaged and Stunned. If the target cannot be pushed further it is knocked off the battlefield; otherwise K'Sante chases it.",2,Active,After Step 1,—,Self,Knock Back,Current,—,—,1,1,—,—,—,Same to Aim Target,Status,Stun,—,—,—,Once,2/2.5/10,Movement
Set 9,K'Sante,5 Gold,Tank,Shurima,,Bastion,,1,Knockback Slam Tank,"Heal, then knock up the current target and smash them to the edge of the battlefield, damaging and Stunning them. Enemies the flying target collides with are also damaged and Stunned. If the target cannot be pushed further it is knocked off the battlefield; otherwise K'Sante chases it.",2,Active,After Step 1,—,Knocked-back enemy,Charge,—,default,default,1,1,—,—,—,Enemies in path,Attack,Damage,250/400/1000% AP,—,—,Once,—,Charge
Set 9,K'Sante,5 Gold,Tank,Shurima,,Bastion,,1,Knockback Slam Tank,"Heal, then knock up the current target and smash them to the edge of the battlefield, damaging and Stunning them. Enemies the flying target collides with are also damaged and Stunned. If the target cannot be pushed further it is knocked off the battlefield; otherwise K'Sante chases it.",2,Active,After Step 1,—,Knocked-back enemy,Charge,—,default,default,1,1,—,—,—,Enemies in path,Status,Stun,—,—,—,Once,1/1.25/5,Charge
Set 9,K'Sante,5 Gold,Tank,Shurima,,Bastion,,1,Knockback Slam Tank,"Heal, then knock up the current target and smash them to the edge of the battlefield, damaging and Stunning them. Enemies the flying target collides with are also damaged and Stunned. If the target cannot be pushed further it is knocked off the battlefield; otherwise K'Sante chases it.",3,Active,After Step 2,If Target at Edge,Self,Cast,Step 2 Aim target,—,—,1,—,—,—,—,Same to Aim Target,Status,Knock Off,—,—,—,Once,—,Direct
Set 9,K'Sante,5 Gold,Tank,Shurima,,Bastion,,1,Knockback Slam Tank,"Heal, then knock up the current target and smash them to the edge of the battlefield, damaging and Stunning them. Enemies the flying target collides with are also damaged and Stunned. If the target cannot be pushed further it is knocked off the battlefield; otherwise K'Sante chases it.",3,Active,After Step 2,If Target Not at Edge,Self,Move,Step 2 Aim target,—,—,1,—,—,—,—,Self,Movement,(reposition),—,—,—,—,—,Movement
Set 9,Ashe,2 Gold,Support,Freljord,,Deadeye,,6,Cone Chill Archer,Fire 8 arrows in a cone. Each arrow damages the first enemy it hits and Chills it (-30% Attack Speed) for 2s.,1,Active,On Cast,—,Self,First hit Projectile,Current,default,default,6,8,Cone,At Once,—,First hit enemy,Attack,Damage,160/165/175% AD,—,—,Once,—,Projectile
Set 9,Ashe,2 Gold,Support,Freljord,,Deadeye,,6,Cone Chill Archer,Fire 8 arrows in a cone. Each arrow damages the first enemy it hits and Chills it (-30% Attack Speed) for 2s.,1,Active,On Cast,—,Self,First hit Projectile,Current,default,default,6,8,Cone,At Once,—,First hit enemy,Status,Chill,—,—,—,Once,2,Projectile
Set 9,Lissandra,3 Gold,Support,Freljord,,Invoker,,2,Stun & Amplify Mage,"Stun the current target, damage everything within 2 hexes of it, and leave those enemies taking 10% more damage for 4s.",1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,2,1,—,—,—,Same to Aim Target,Status,Stun,—,—,—,Once,2,AOE
Set 9,Lissandra,3 Gold,Support,Freljord,,Invoker,,2,Stun & Amplify Mage,"Stun the current target, damage everything within 2 hexes of it, and leave those enemies taking 10% more damage for 4s.",1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,2,1,—,—,—,Enemies in area,Attack,Damage,160/240/400% AP,—,—,Once,—,AOE
Set 9,Lissandra,3 Gold,Support,Freljord,,Invoker,,2,Stun & Amplify Mage,"Stun the current target, damage everything within 2 hexes of it, and leave those enemies taking 10% more damage for 4s.",1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,2,1,—,—,—,Enemies in area,Debuff,Damage Amplification,10%,—,—,Once,4,AOE
Set 9,Sejuani,4 Gold,Tank,Freljord,,Bruiser,,1,Chill Enabler Tank,"Passive: whenever an ALLY attacks a Chilled enemy, that ally's attack deals bonus true damage. Active: shield self, then damage and Chill nearby enemies.",0.1,Passive,On Ally Attack,If Target Chilled,Ally,Bonus on AA,Current,—,—,1,1,—,—,—,Same to Aim Target,Attack,True Damage,160/240/1200,Derived,increased by max Health,Once,—,On-Hit
Set 9,Sejuani,4 Gold,Tank,Freljord,,Bruiser,,1,Chill Enabler Tank,"Passive: whenever an ALLY attacks a Chilled enemy, that ally's attack deals bonus true damage. Active: shield self, then damage and Chill nearby enemies.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Same to Aim Target,Buff,Shield,600/700/2000% AP,—,—,Once,4,Direct
Set 9,Sejuani,4 Gold,Tank,Freljord,,Bruiser,,1,Chill Enabler Tank,"Passive: whenever an ALLY attacks a Chilled enemy, that ally's attack deals bonus true damage. Active: shield self, then damage and Chill nearby enemies.",2,Active,After Step 1,—,Self,Circle AOE,Self,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Attack,Damage,160/240/1200% AP,—,—,Once,—,AOE
Set 9,Sejuani,4 Gold,Tank,Freljord,,Bruiser,,1,Chill Enabler Tank,"Passive: whenever an ALLY attacks a Chilled enemy, that ally's attack deals bonus true damage. Active: shield self, then damage and Chill nearby enemies.",2,Active,After Step 1,—,Self,Circle AOE,Self,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Status,Chill,—,—,—,Once,4,AOE
Set 9,Orianna,1 Gold,Support,Piltover,,Sorcerer,,4,Shield & Empower Support,"Shield the lowest-Health ally for 4s, and empower Orianna's NEXT attack to deal bonus magic damage.",1,Active,On Cast,—,Self,Cast,Lowest-HP Ally,—,—,4,—,—,—,—,Same to Aim Target,Buff,Shield,200/225/275% AP,—,—,Once,4,Direct
Set 9,Orianna,1 Gold,Support,Piltover,,Sorcerer,,4,Shield & Empower Support,"Shield the lowest-Health ally for 4s, and empower Orianna's NEXT attack to deal bonus magic damage.",1,Active,On Cast,—,Self,Cast,Self,—,—,4,—,—,—,—,Same to Aim Target,Buff,Empowered Attack,290/435/650% AP,—,—,Once,—,Direct
Set 9,Vi,2 Gold,Tank,Piltover,,Bruiser,,1,Shield & Sunder Bruiser,"Shield self for 4s, then damage enemies within 1 hex of the current target and Sunder them (-20% Armor) for 4s.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Same to Aim Target,Buff,Shield,350/400/450% AP,—,—,Once,4,Direct
Set 9,Vi,2 Gold,Tank,Piltover,,Bruiser,,1,Shield & Sunder Bruiser,"Shield self for 4s, then damage enemies within 1 hex of the current target and Sunder them (-20% Armor) for 4s.",2,Active,After Step 1,—,Self,Circle AOE,Current,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,300% AD,—,—,Once,—,AOE
Set 9,Vi,2 Gold,Tank,Piltover,,Bruiser,,1,Shield & Sunder Bruiser,"Shield self for 4s, then damage enemies within 1 hex of the current target and Sunder them (-20% Armor) for 4s.",2,Active,After Step 1,—,Self,Circle AOE,Current,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Debuff,DEF,20%,—,—,Once,4,AOE
Set 9,Ekko,3 Gold,Carry,Zaun,Piltover,Rogue,,1,Retroactive-Heal Assassin,"Heal for 20% of the damage he took in the last 4s, then strike the current target for magic damage.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Same to Aim Target,Buff,Heal,20% of damage taken in last 4s,—,—,Once,—,Direct
Set 9,Ekko,3 Gold,Carry,Zaun,Piltover,Rogue,,1,Retroactive-Heal Assassin,"Heal for 20% of the damage he took in the last 4s, then strike the current target for magic damage.",2,Active,After Step 1,—,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Attack,Damage,255/380/570% AP,—,—,Once,—,Direct
Set 9,Jayce,3 Gold,Support,Piltover,,Gunner,,4,Flank-Buff Gunner,"Grant himself Attack Speed and his left and right neighbours Ability Power for 3s, then fire a blast that detonates on the first enemy hit, damaging everyone near the blast.",1,Active,On Cast,—,Self,Cast,Self,—,—,4,—,—,—,—,Same to Aim Target,Buff,Attack Speed,30/40/50% AP,—,—,Once,3,Direct
